post_id,date,month,platform,topic,text,likes,retweets,sentiment,predicted_sentiment
POST00211,2025-10-28 06:00,2025-10,Instagram,airline service,Why is airline service so slow today? Getting really annoyed. 👎,27,2,Negative,Negative
POST01327,2025-01-10 20:00,2025-01,Instagram,cloud gaming service,"Really impressed by how well cloud gaming service performs, well done! 🔥",13,14,Positive,Positive
POST01360,2025-08-01 11:00,2025-08,Twitter,food delivery app,"Best food delivery app I've used so far, highly recommend it to everyone! ❤️",36,2,Positive,Positive
POST01982,2025-10-11 05:00,2025-10,Facebook,cloud gaming service,"Mixed feelings about cloud gaming service, some parts great some not.",28,0,Neutral,Neutral
POST00655,2025-02-24 18:00,2025-02,Twitter,e-commerce sale,"The e-commerce sale was launched today, here are the specifications.",5,3,Neutral,Neutral
POST01119,2025-06-25 17:00,2025-06,Twitter,e-commerce sale,"Absolutely loving the e-commerce sale, works flawlessly! #happy ❤️",2,9,Positive,Positive
POST01955,2025-01-19 06:00,2025-01,Twitter,cloud gaming service,"Mixed feelings about cloud gaming service, some parts great some not.",10,9,Neutral,Neutral
POST00174,2025-02-21 16:00,2025-02,YouTube,airline service,"Great value for money with airline service, totally worth it. 😊",22,3,Positive,Positive
POST00290,2025-08-30 22:00,2025-08,Facebook,new smartphone,"Best new smartphone I've used so far, highly recommend it to everyone! ❤️",49,23,Positive,Positive
POST00421,2025-05-21 01:00,2025-05,Facebook,customer support,"Really impressed by how well customer support performs, well done!",39,2,Positive,Positive
POST00248,2025-02-09 10:00,2025-02,YouTube,new smartphone,"The customer service for new smartphone was fantastic, quick and helpful. ❤️",34,5,Positive,Positive
POST00238,2025-10-18 19:00,2025-10,Facebook,online banking app,"The online banking app keeps crashing, so frustrating to deal with. 😡",7,2,Positive,Negative
POST01476,2025-03-02 19:00,2025-03,Facebook,fitness tracker,"Can't stop recommending fitness tracker to my friends, it's brilliant. 😊",6,0,Positive,Positive
POST01357,2025-02-26 05:00,2025-02,Twitter,laptop brand,Why is laptop brand so slow today? Getting really annoyed. 😞,22,1,Negative,Negative
POST01084,2025-02-17 22:00,2025-02,Instagram,new movie release,"The new movie release update ruined everything, please fix this asap. 😡",9,0,Negative,Negative
POST00024,2025-12-15 23:00,2025-12,Twitter,fitness tracker,"The fitness tracker was launched today, here are the specifications.",17,0,Neutral,Neutral
POST00977,2025-06-17 16:00,2025-06,Instagram,laptop brand,"Saw an ad for laptop brand today, might check it out later. 🤔",5,3,Neutral,Neutral
POST00064,2025-10-10 22:00,2025-10,YouTube,electric car,"Can't stop recommending electric car to my friends, it's brilliant.",2,18,Positive,Positive
POST01727,2025-01-29 03:00,2025-01,Instagram,cloud gaming service,"The cloud gaming service broke down after just one week, very poor quality.",29,1,Negative,Negative
POST00189,2025-12-25 09:00,2025-12,Facebook,e-commerce sale,"Absolutely loving the e-commerce sale, works flawlessly! #happy ❤️",22,3,Positive,Positive
POST00708,2025-11-01 01:00,2025-11,Twitter,e-commerce sale,"The e-commerce sale keeps crashing, so frustrating to deal with. 😡",40,2,Negative,Negative
POST00983,2025-10-15 19:00,2025-10,Instagram,cloud gaming service,"Extremely poor service from cloud gaming service, never again. 😞",8,1,Negative,Negative
POST01767,2025-05-22 13:00,2025-05,Facebook,fitness tracker,"Extremely poor service from fitness tracker, never again. 😞",0,6,Negative,Negative
POST00742,2025-01-02 10:00,2025-01,Instagram,airline service,"Super smooth experience with airline service today, very happy customer here. 👍",0,5,Positive,Positive
POST00916,2025-07-22 07:00,2025-07,YouTube,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out.",10,0,Neutral,Neutral
POST01429,2025-10-11 02:00,2025-10,Facebook,customer support,"Terrible customer support for customer support, waited hours for a reply.",10,8,Negative,Negative
POST01037,2025-09-13 17:00,2025-09,YouTube,new movie release,"Really disappointed with new movie release, expected way better.",11,4,Negative,Negative
POST00197,2025-03-14 07:00,2025-03,Twitter,new movie release,"Can't stop recommending new movie release to my friends, it's brilliant.",4,1,Positive,Positive
POST01695,2025-09-21 13:00,2025-09,YouTube,e-commerce sale,"Saw an ad for e-commerce sale today, might check it out later. 🤔",3,0,Neutral,Neutral
POST00949,2025-11-25 10:00,2025-11,YouTube,laptop brand,"The laptop brand keeps crashing, so frustrating to deal with. 😡",5,6,Negative,Negative
POST01932,2025-02-07 07:00,2025-02,YouTube,streaming app,"Mixed feelings about streaming app, some parts great some not.",16,3,Positive,Neutral
POST00271,2025-12-02 22:00,2025-12,Facebook,laptop brand,Comparing laptop brand with other options currently available. 🤔,21,0,Neutral,Neutral
POST00756,2025-06-30 17:00,2025-06,Twitter,electric car,"The electric car update ruined everything, please fix this asap.",10,4,Negative,Negative
POST00101,2025-07-19 13:00,2025-07,Facebook,laptop brand,"Really impressed by how well laptop brand performs, well done!",18,6,Positive,Positive
POST01670,2025-12-23 01:00,2025-12,Facebook,cloud gaming service,Comparing cloud gaming service with other options currently available.,2,2,Neutral,Neutral
POST00535,2025-01-09 03:00,2025-01,YouTube,airline service,"Best airline service I've used so far, highly recommend it to everyone! ❤️",10,0,Positive,Positive
POST01959,2025-12-25 15:00,2025-12,Twitter,online banking app,"Decent online banking app, does the job but support could be faster.",2,1,Neutral,Neutral
POST00221,2025-07-15 19:00,2025-07,Facebook,online banking app,"Really impressed by how well online banking app performs, well done! 👍",107,7,Positive,Positive
POST00367,2025-07-31 22:00,2025-07,Instagram,customer support,"Saw an ad for customer support today, might check it out later.",5,0,Neutral,Neutral
POST01824,2025-05-29 01:00,2025-05,Instagram,electric car,"Decent electric car, does the job but support could be faster.",4,3,Neutral,Neutral
POST01475,2025-08-22 15:00,2025-08,Instagram,airline service,"Really disappointed with airline service, expected way better. 😞",15,1,Negative,Negative
POST01816,2025-02-14 03:00,2025-02,YouTube,food delivery app,"Decent food delivery app, does the job but support could be faster.",9,0,Neutral,Neutral
POST01035,2025-08-17 09:00,2025-08,Facebook,online banking app,"Not sure yet what to think about online banking app, still testing it out. 🤔",6,1,Neutral,Neutral
POST00369,2025-12-06 15:00,2025-12,Facebook,fitness tracker,"Read an article about fitness tracker today, fairly informative.",2,2,Neutral,Neutral
POST00615,2025-06-19 19:00,2025-06,Twitter,new movie release,Why is new movie release so slow today? Getting really annoyed. 😞,11,11,Negative,Negative
POST01966,2025-02-23 15:00,2025-02,YouTube,e-commerce sale,"The e-commerce sale is okay I guess, nothing special but works.",17,1,Neutral,Neutral
POST01377,2025-09-15 15:00,2025-09,Instagram,online banking app,"Super smooth experience with online banking app today, very happy customer here. ❤️",0,2,Positive,Positive
POST01330,2025-03-17 07:00,2025-03,YouTube,laptop brand,"Worst experience ever with laptop brand, would not recommend. 👎",4,8,Negative,Negative
POST00307,2025-07-24 23:00,2025-07,YouTube,laptop brand,The laptop brand is scheduled for release next week.,1,8,Neutral,Neutral
POST00486,2025-08-18 19:00,2025-08,Twitter,customer support,The customer support is scheduled for release next week.,14,4,Neutral,Neutral
POST01403,2025-07-08 19:00,2025-07,YouTube,airline service,"Worst experience ever with airline service, would not recommend.",9,0,Negative,Negative
POST01999,2025-11-07 00:00,2025-11,Instagram,airline service,"Decent airline service, does the job but support could be faster.",1,15,Neutral,Neutral
POST00116,2025-06-27 17:00,2025-06,Twitter,airline service,"Not happy at all with airline service, total waste of money. 👎",12,0,Negative,Negative
POST01700,2025-03-07 15:00,2025-03,Twitter,fitness tracker,"Just tried the fitness tracker and I'm impressed, great experience overall. 👍",13,0,Positive,Positive
POST00923,2025-01-05 07:00,2025-01,YouTube,electric car,"The electric car keeps crashing, so frustrating to deal with. 😞",3,2,Negative,Negative
POST00417,2025-11-01 01:00,2025-11,Twitter,airline service,The airline service is scheduled for release next week. 🤔,11,6,Neutral,Neutral
POST01315,2025-01-20 14:00,2025-01,Facebook,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant.",12,0,Positive,Positive
POST00508,2025-03-01 05:00,2025-03,Facebook,food delivery app,Here's a quick overview of the new food delivery app update. 🤔,5,0,Neutral,Neutral
POST01069,2025-09-05 16:00,2025-09,Twitter,fitness tracker,"Worst experience ever with fitness tracker, would not recommend. 😞",21,7,Negative,Negative
POST01007,2025-08-18 17:00,2025-08,Facebook,e-commerce sale,"Best e-commerce sale I've used so far, highly recommend it to everyone! 🔥",38,2,Positive,Positive
POST01323,2025-10-18 16:00,2025-10,Twitter,online banking app,"Great value for money with online banking app, totally worth it. ❤️",1,7,Positive,Positive
POST00079,2025-12-06 03:00,2025-12,Facebook,e-commerce sale,"The e-commerce sale exceeded my expectations, five stars from me.",32,2,Positive,Positive
POST01502,2025-06-12 14:00,2025-06,Twitter,online banking app,"Really impressed by how well online banking app performs, well done! ❤️",17,2,Positive,Positive
POST00033,2025-06-09 12:00,2025-06,Instagram,food delivery app,"The food delivery app broke down after just one week, very poor quality.",6,0,Negative,Negative
POST01851,2025-01-11 03:00,2025-01,YouTube,customer support,"The customer support is okay I guess, nothing special but works.",7,0,Neutral,Neutral
POST00939,2025-06-12 17:00,2025-06,Instagram,new movie release,"The new movie release broke down after just one week, very poor quality.",17,2,Negative,Negative
POST00384,2025-03-31 13:00,2025-03,Twitter,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out. 🤔",14,7,Neutral,Neutral
POST00765,2025-10-29 17:00,2025-10,Facebook,cloud gaming service,"The customer service for cloud gaming service was fantastic, quick and helpful. 🔥",18,0,Positive,Positive
POST00164,2025-09-13 22:00,2025-09,Instagram,airline service,The airline service has some new features this month.,7,3,Neutral,Neutral
POST00204,2025-07-18 14:00,2025-07,Instagram,food delivery app,"The food delivery app broke down after just one week, very poor quality.",0,6,Negative,Negative
POST01905,2025-10-10 06:00,2025-10,Instagram,online banking app,"The online banking app is okay I guess, nothing special but works.",5,2,Neutral,Neutral
POST01733,2025-03-01 02:00,2025-03,Twitter,new smartphone,"The new smartphone was launched today, here are the specifications.",0,1,Neutral,Neutral
POST00944,2025-02-05 16:00,2025-02,Instagram,online banking app,"Best online banking app I've used so far, highly recommend it to everyone! ❤️",16,8,Positive,Positive
POST01425,2025-01-27 10:00,2025-01,YouTube,online banking app,"Absolutely loving the online banking app, works flawlessly! #happy 😊",16,7,Positive,Positive
POST01940,2025-11-04 12:00,2025-11,Twitter,laptop brand,Loved the laptop brand at first but the recent update is buggy.,12,0,Negative,Negative
POST01986,2025-04-06 07:00,2025-04,Facebook,new movie release,Loved the new movie release at first but the recent update is buggy.,10,5,Negative,Negative
POST01432,2025-08-13 07:00,2025-08,Facebook,new movie release,"Read an article about new movie release today, fairly informative. 🤔",6,1,Neutral,Neutral
POST01519,2025-07-18 05:00,2025-07,Facebook,customer support,"Really disappointed with customer support, expected way better. 😡",9,4,Negative,Negative
POST00803,2025-06-11 13:00,2025-06,Facebook,e-commerce sale,"Best e-commerce sale I've used so far, highly recommend it to everyone! 😊",6,35,Positive,Positive
POST01386,2025-02-27 23:00,2025-02,YouTube,new movie release,"Best new movie release I've used so far, highly recommend it to everyone! 😊",19,15,Positive,Positive
POST00219,2025-09-09 22:00,2025-09,Twitter,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😡",1,1,Negative,Negative
POST01951,2025-12-07 23:00,2025-12,Facebook,streaming app,"The streaming app is fine, price is a bit high though.",3,1,Neutral,Neutral
POST01844,2025-09-03 02:00,2025-09,Instagram,laptop brand,"Mixed feelings about laptop brand, some parts great some not.",2,4,Neutral,Neutral
POST01498,2025-01-30 09:00,2025-01,Twitter,streaming app,"Not happy at all with streaming app, total waste of money. 😡",10,6,Negative,Negative
POST00354,2025-10-09 08:00,2025-10,YouTube,customer support,"Feeling let down by customer support, it just doesn't work as promised. 😡",24,16,Negative,Negative
POST01382,2025-03-19 17:00,2025-03,YouTube,laptop brand,The laptop brand is scheduled for release next week. 🤔,30,4,Neutral,Neutral
POST00060,2025-10-11 04:00,2025-10,Twitter,airline service,"The airline service exceeded my expectations, five stars from me. 👍",69,1,Positive,Positive
POST01085,2025-12-17 20:00,2025-12,Facebook,new movie release,"The new movie release update ruined everything, please fix this asap.",1,1,Negative,Negative
POST00298,2025-07-19 15:00,2025-07,Twitter,fitness tracker,"Just started using fitness tracker, will share my thoughts soon.",21,2,Neutral,Neutral
