post_id,date,platform,topic,text,likes,retweets,sentiment
POST00271,2025-12-02 22:00,Facebook,laptop brand,Comparing laptop brand with other options currently available. 🤔,21,0,Neutral
POST00756,2025-06-30 17:00,Twitter,electric car,"The electric car update ruined everything, please fix this asap.",10,4,Negative
POST00101,2025-07-19 13:00,Facebook,laptop brand,"Really impressed by how well laptop brand performs, well done!",18,6,Positive
POST01670,2025-12-23 01:00,Facebook,cloud gaming service,Comparing cloud gaming service with other options currently available.,2,2,Neutral
POST00535,2025-01-09 03:00,YouTube,airline service,"Best airline service I've used so far, highly recommend it to everyone! ❤️",10,0,Positive
POST01959,2025-12-25 15:00,Twitter,online banking app,"Decent online banking app, does the job but support could be faster.",2,1,Neutral
POST00221,2025-07-15 19:00,Facebook,online banking app,"Really impressed by how well online banking app performs, well done! 👍",107,7,Positive
POST00367,2025-07-31 22:00,Instagram,customer support,"Saw an ad for customer support today, might check it out later.",5,0,Neutral
POST01824,2025-05-29 01:00,Instagram,electric car,"Decent electric car, does the job but support could be faster.",4,3,Neutral
POST01475,2025-08-22 15:00,Instagram,airline service,"Really disappointed with airline service, expected way better. 😞",15,1,Negative
POST01816,2025-02-14 03:00,YouTube,food delivery app,"Decent food delivery app, does the job but support could be faster.",9,0,Neutral
POST01035,2025-08-17 09:00,Facebook,online banking app,"Not sure yet what to think about online banking app, still testing it out. 🤔",6,1,Neutral
POST00369,2025-12-06 15:00,Facebook,fitness tracker,"Read an article about fitness tracker today, fairly informative.",2,2,Neutral
POST00615,2025-06-19 19:00,Twitter,new movie release,Why is new movie release so slow today? Getting really annoyed. 😞,11,11,Negative
POST01966,2025-02-23 15:00,YouTube,e-commerce sale,"The e-commerce sale is okay I guess, nothing special but works.",17,1,Neutral
POST01377,2025-09-15 15:00,Instagram,online banking app,"Super smooth experience with online banking app today, very happy customer here. ❤️",0,2,Positive
POST01330,2025-03-17 07:00,YouTube,laptop brand,"Worst experience ever with laptop brand, would not recommend. 👎",4,8,Negative
POST00307,2025-07-24 23:00,YouTube,laptop brand,The laptop brand is scheduled for release next week.,1,8,Neutral
POST00486,2025-08-18 19:00,Twitter,customer support,The customer support is scheduled for release next week.,14,4,Neutral
POST01403,2025-07-08 19:00,YouTube,airline service,"Worst experience ever with airline service, would not recommend.",9,0,Negative
POST01999,2025-11-07 00:00,Instagram,airline service,"Decent airline service, does the job but support could be faster.",1,15,Neutral
POST00116,2025-06-27 17:00,Twitter,airline service,"Not happy at all with airline service, total waste of money. 👎",12,0,Negative
POST01700,2025-03-07 15:00,Twitter,fitness tracker,"Just tried the fitness tracker and I'm impressed, great experience overall. 👍",13,0,Positive
POST00923,2025-01-05 07:00,YouTube,electric car,"The electric car keeps crashing, so frustrating to deal with. 😞",3,2,Negative
POST00417,2025-11-01 01:00,Twitter,airline service,The airline service is scheduled for release next week. 🤔,11,6,Neutral
POST01315,2025-01-20 14:00,Facebook,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant.",12,0,Positive
POST00508,2025-03-01 05:00,Facebook,food delivery app,Here's a quick overview of the new food delivery app update. 🤔,5,0,Neutral
POST01069,2025-09-05 16:00,Twitter,fitness tracker,"Worst experience ever with fitness tracker, would not recommend. 😞",21,7,Negative
POST01007,2025-08-18 17:00,Facebook,e-commerce sale,"Best e-commerce sale I've used so far, highly recommend it to everyone! 🔥",38,2,Positive
POST01323,2025-10-18 16:00,Twitter,online banking app,"Great value for money with online banking app, totally worth it. ❤️",1,7,Positive
POST00079,2025-12-06 03:00,Facebook,e-commerce sale,"The e-commerce sale exceeded my expectations, five stars from me.",32,2,Positive
POST01502,2025-06-12 14:00,Twitter,online banking app,"Really impressed by how well online banking app performs, well done! ❤️",17,2,Positive
POST00033,2025-06-09 12:00,Instagram,food delivery app,"The food delivery app broke down after just one week, very poor quality.",6,0,Negative
POST01851,2025-01-11 03:00,YouTube,customer support,"The customer support is okay I guess, nothing special but works.",7,0,Neutral
POST00939,2025-06-12 17:00,Instagram,new movie release,"The new movie release broke down after just one week, very poor quality.",17,2,Negative
POST00384,2025-03-31 13:00,Twitter,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out. 🤔",14,7,Neutral
POST00765,2025-10-29 17:00,Facebook,cloud gaming service,"The customer service for cloud gaming service was fantastic, quick and helpful. 🔥",18,0,Positive
POST00164,2025-09-13 22:00,Instagram,airline service,The airline service has some new features this month.,7,3,Neutral
POST00204,2025-07-18 14:00,Instagram,food delivery app,"The food delivery app broke down after just one week, very poor quality.",0,6,Negative
POST01905,2025-10-10 06:00,Instagram,online banking app,"The online banking app is okay I guess, nothing special but works.",5,2,Neutral
POST01733,2025-03-01 02:00,Twitter,new smartphone,"The new smartphone was launched today, here are the specifications.",0,1,Neutral
POST00944,2025-02-05 16:00,Instagram,online banking app,"Best online banking app I've used so far, highly recommend it to everyone! ❤️",16,8,Positive
POST01425,2025-01-27 10:00,YouTube,online banking app,"Absolutely loving the online banking app, works flawlessly! #happy 😊",16,7,Positive
POST01940,2025-11-04 12:00,Twitter,laptop brand,Loved the laptop brand at first but the recent update is buggy.,12,0,Negative
POST01986,2025-04-06 07:00,Facebook,new movie release,Loved the new movie release at first but the recent update is buggy.,10,5,Negative
POST01432,2025-08-13 07:00,Facebook,new movie release,"Read an article about new movie release today, fairly informative. 🤔",6,1,Neutral
POST01519,2025-07-18 05:00,Facebook,customer support,"Really disappointed with customer support, expected way better. 😡",9,4,Negative
POST00803,2025-06-11 13:00,Facebook,e-commerce sale,"Best e-commerce sale I've used so far, highly recommend it to everyone! 😊",6,35,Positive
POST01386,2025-02-27 23:00,YouTube,new movie release,"Best new movie release I've used so far, highly recommend it to everyone! 😊",19,15,Positive
POST00219,2025-09-09 22:00,Twitter,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😡",1,1,Negative
POST01951,2025-12-07 23:00,Facebook,streaming app,"The streaming app is fine, price is a bit high though.",3,1,Neutral
POST01844,2025-09-03 02:00,Instagram,laptop brand,"Mixed feelings about laptop brand, some parts great some not.",2,4,Neutral
POST01498,2025-01-30 09:00,Twitter,streaming app,"Not happy at all with streaming app, total waste of money. 😡",10,6,Negative
POST00354,2025-10-09 08:00,YouTube,customer support,"Feeling let down by customer support, it just doesn't work as promised. 😡",24,16,Negative
POST01382,2025-03-19 17:00,YouTube,laptop brand,The laptop brand is scheduled for release next week. 🤔,30,4,Neutral
POST00060,2025-10-11 04:00,Twitter,airline service,"The airline service exceeded my expectations, five stars from me. 👍",69,1,Positive
POST01085,2025-12-17 20:00,Facebook,new movie release,"The new movie release update ruined everything, please fix this asap.",1,1,Negative
POST00298,2025-07-19 15:00,Twitter,fitness tracker,"Just started using fitness tracker, will share my thoughts soon.",21,2,Neutral
POST00074,2025-01-15 03:00,Facebook,customer support,The customer support has some new features this month. 🤔,12,3,Neutral
POST00163,2025-02-17 07:00,YouTube,fitness tracker,"Just tried the fitness tracker and I'm impressed, great experience overall. ❤️",8,24,Positive
POST00966,2025-05-26 19:00,Twitter,new smartphone,"Just started using new smartphone, will share my thoughts soon. 🤔",9,1,Neutral
POST01436,2025-04-13 05:00,Instagram,streaming app,"The customer service for streaming app was fantastic, quick and helpful. ❤️",16,7,Positive
POST00555,2025-10-28 02:00,Twitter,airline service,"Just started using airline service, will share my thoughts soon.",8,19,Neutral
POST01054,2025-07-31 01:00,YouTube,e-commerce sale,"Super smooth experience with e-commerce sale today, very happy customer here. 👍",14,0,Positive
POST00967,2025-06-03 07:00,Twitter,online banking app,Why is online banking app so slow today? Getting really annoyed. 👎,0,0,Negative
POST00322,2025-12-22 15:00,Facebook,e-commerce sale,"Huge shoutout to the team behind e-commerce sale, amazing job! 😊",8,3,Positive
POST00046,2025-04-20 12:00,YouTube,new movie release,"Absolutely loving the new movie release, works flawlessly! #happy 🔥",18,9,Positive
POST01402,2025-09-01 08:00,YouTube,new movie release,"Attended a webinar about new movie release, learned a few things.",1,2,Neutral
POST01804,2025-07-28 16:00,YouTube,new smartphone,"The new smartphone is okay I guess, nothing special but works.",33,2,Neutral
POST00434,2025-06-07 08:00,Facebook,new movie release,"The new movie release broke down after just one week, very poor quality.",0,11,Negative
POST01738,2025-07-21 17:00,Twitter,customer support,"Really impressed by how well customer support performs, well done!",9,11,Positive
POST00077,2025-05-11 01:00,Instagram,customer support,Comparing customer support with other options currently available. 🤔,11,6,Neutral
POST01937,2025-04-19 22:00,YouTube,e-commerce sale,"Decent e-commerce sale, does the job but support could be faster.",10,1,Neutral
POST01744,2025-08-05 21:00,Instagram,laptop brand,"Really disappointed with laptop brand, expected way better. 😞",13,2,Negative
POST00863,2025-09-20 08:00,Twitter,laptop brand,"Really impressed by how well laptop brand performs, well done!",28,2,Positive
POST00481,2025-06-16 12:00,Instagram,e-commerce sale,The e-commerce sale has some new features this month.,1,4,Neutral
POST00612,2025-10-18 18:00,Facebook,electric car,"Not sure yet what to think about electric car, still testing it out. 🤔",20,4,Neutral
POST01995,2025-11-21 14:00,Facebook,customer support,"Mixed feelings about customer support, some parts great some not.",73,0,Neutral
POST00830,2025-02-13 06:00,Facebook,electric car,The electric car is scheduled for release next week.,10,1,Neutral
POST00031,2025-02-05 17:00,YouTube,airline service,"Best airline service I've used so far, highly recommend it to everyone! 🔥",31,11,Positive
POST01467,2025-09-24 23:00,YouTube,electric car,"Huge shoutout to the team behind electric car, amazing job! 😊",3,1,Positive
POST01527,2025-10-19 07:00,Facebook,streaming app,"Read an article about streaming app today, fairly informative.",12,10,Neutral
POST01002,2025-05-01 16:00,Facebook,cloud gaming service,"Terrible customer support for cloud gaming service, waited hours for a reply. 😡",10,7,Negative
POST01703,2025-01-15 05:00,YouTube,airline service,"Super smooth experience with airline service today, very happy customer here. ❤️",2,11,Neutral
POST00814,2025-09-05 11:00,Instagram,streaming app,"Absolutely loving the streaming app, works flawlessly! #happy 🔥",20,6,Positive
POST01248,2025-08-01 04:00,YouTube,electric car,"Attended a webinar about electric car, learned a few things. 🤔",16,0,Neutral
POST01201,2025-08-02 01:00,Twitter,e-commerce sale,"Absolutely loving the e-commerce sale, works flawlessly! #happy ❤️",21,1,Positive
POST01565,2025-04-01 08:00,Twitter,food delivery app,"Just tried the food delivery app and I'm impressed, great experience overall. 😊",18,4,Positive
POST01582,2025-08-28 13:00,YouTube,customer support,Comparing customer support with other options currently available.,3,0,Neutral
POST01030,2025-06-15 22:00,Facebook,airline service,"Best airline service I've used so far, highly recommend it to everyone! 😊",21,2,Positive
POST01588,2025-04-08 22:00,Facebook,online banking app,"Attended a webinar about online banking app, learned a few things. 🤔",16,1,Neutral
POST00045,2025-02-17 07:00,Twitter,new smartphone,"Best new smartphone I've used so far, highly recommend it to everyone! ❤️",10,22,Positive
POST00383,2025-11-27 01:00,Facebook,laptop brand,"The laptop brand was launched today, here are the specifications. 🤔",12,7,Neutral
POST00169,2025-10-03 15:00,YouTube,streaming app,"The streaming app broke down after just one week, very poor quality. 👎",2,9,Negative
